745826669,25888
66581,517
66592,521
66605,518
66615,518
66624,510
66631,509
66642,502
66654,494
66665,477
66667,472
66677,464
66692,437
66705,409
66715,401
66724,387
66731,366
66742,368
66755,332
66765,318
66774,310
66781,290
66791,284
66805,267
66807,263
66824,255
66832,244
66842,229
66854,198
66865,156
66874,152
66882,166
66892,164
66904,166
66914,158
66924,136
66932,121
66942,133
66953,135
66965,111
66974,113
66982,101
66992,111
67004,89
67014,78
67024,86
67032,72
67042,73
67054,94
67064,85
67074,82
67081,85
67091,80
67104,73
67107,70
67123,77
67131,74
67141,68
67154,55
67164,55
67174,59
67181,58
67191,57
67204,69
67214,63
67224,63
67231,68
67241,69
67247,59
67264,70
67274,70
67281,67
67291,65
67304,63
67314,67
67324,77
67331,71
67337,66
67354,68
67364,52
67374,52
67381,52
67391,52
67404,55
67407,52
67423,61
67431,59
67441,56
67454,54
67464,54
67474,49
67481,45
67491,40
67504,50
67514,55
67524,59
67531,58
67542,63
67554,64
67564,66
67574,67
67581,65
67592,65
67604,66
67614,67
67624,67
67631,62
67642,66
67647,65
67664,72
67674,69
67681,61
67692,59
67697,53
67714,54
67724,56
67731,58
67742,53
67754,59
67764,57
67774,57
67781,58
67792,55
67804,56
67814,59
67824,61
67831,59
67842,59
67854,59
67864,60
67874,64
67881,67
67892,96
67904,143
67914,226
67924,309
67931,364
67942,439
67954,509
67964,543
67974,554
67981,560
67992,561
68004,550
68014,544
68024,550
68031,550
68042,554
68054,559
68064,553
68074,552
68081,545
68092,528
68104,513
68114,501
68124,492
68131,476
68142,457
68154,438
68164,423
68174,412
68181,404
68192,389
68204,373
68214,358
68223,343
68231,333
68242,313
68254,301
68264,278
68274,265
68281,265
68292,249
68304,227
68315,208
68323,207
68331,192
68342,185
68353,173
68364,162
68373,151
68381,144
68392,139
68403,139
68414,97
68422,106
68431,113
68442,113
68453,96
68464,78
68473,77
68477,70
68492,81
68505,65
68515,70
68517,68
68527,63
68542,71
68555,50
68557,46
68574,65
68581,69
68592,68
68605,68
68615,77
68623,74
68631,77
68642,85
68655,87
68665,89
68674,85
68681,79
68692,69
68705,72
68715,69
68723,57
68731,53
68737,56
68754,58
68757,53
68773,56
68781,65
68793,69
68805,84
68866,72
68873,87
68894,80
68905,81
68916,80
68924,84
68931,93
68943,83
68955,82
68966,84
68974,90
68981,83
68993,76
68997,73
69016,76
69023,76
69031,77
69044,78
69055,85
69066,78
69073,76
69081,74
69087,70
69106,74
69116,72
69117,71
69131,77
69137,71
69156,71
69166,66
69173,70
69181,69
69194,71
69197,63
69216,64
69222,62
69231,56
69244,56
69255,64
69266,67
69272,66
69281,64
69294,69
69306,74
69307,62
69322,113
69331,153
69337,196
69356,351
69366,462
69375,506
69381,531
69394,554
69406,564
69416,559
69422,548
69431,541
69444,542
69455,545
69457,543
69467,543
69481,547
69494,544
69497,540
69516,524
69522,516
69531,509
69544,484
69555,465
69566,441
69572,427
69581,413
69594,390
69606,363
69616,357
69622,346
69631,324
69637,314
69655,300
69665,294
69672,294
69681,257
69694,246
69706,228
69716,195
69722,227
69731,225
69743,199
69755,181
69765,173
69771,159
69781,149
69793,150
69805,125
69815,137
69821,117
69831,101
69843,106
69855,125
69865,105
69871,106
69881,112
69894,110
69905,80
69915,81
69922,70
69931,61
69943,73
69956,70
69966,74
69973,70
69981,70
69993,71
69997,71
70015,79
70021,74
70031,86
70043,69
70047,66
70065,55
70072,60
70081,67
70093,70
70105,52
70115,54
70121,60
70131,44
70143,46
70155,45
70165,45
70172,40
70181,35
70193,38
70205,44
70215,57
70221,64
70231,56
70243,53
70255,65
70265,57
70293,63
70305,66
70315,70
70321,67
70332,63
70343,71
70355,72
70365,73
70372,75
70382,75
70393,76
70405,81
70414,81
70422,80
70427,70
70443,68
70454,70
70464,72
70472,68
70482,65
70493,73
70504,80
70507,76
70522,74
70532,73
70543,74
70554,78
70564,75
70572,80
70582,72
70587,74
70604,56
70607,50
70622,53
70632,52
70643,49
70654,49
70664,62
70672,63
70682,61
70693,66
70704,67
70714,71
70722,69
70732,60
70737,56
70747,98
70764,194
70772,280
70782,322
70793,423
70804,485
70814,508
70822,522
70832,534
70843,532
70847,526
70865,514
70873,515
70882,520
70893,526
70904,538
70915,541
70922,543
70932,544
70943,542
70954,533
70965,523
70972,522
70982,511
70993,499
71004,482
71015,471
71022,466
71032,450
71043,440
71054,419
71064,408
71072,381
71082,366
71093,361
71103,345
71115,330
71117,319
71132,322
71143,317
71154,306
71164,295
71172,298
71182,298
71193,289
71203,292
71214,287
71222,277
71232,264
71243,251
71253,249
71263,228
71272,229
71282,231
71293,205
71303,168
71314,160
71317,137
71332,131
71343,121
71353,118
71364,100
71372,97
71382,102
71393,85
71403,78
71414,67
71422,71
71432,71
71443,81
71453,84
71464,71
71472,70
71482,78
71493,70
71503,69
71514,76
71522,72
71532,69
71543,69
71553,60
71563,65
71567,56
71582,63
71593,67
71603,73
71607,51
71622,68
71632,49
71643,47
71653,50
71663,67
71672,60
71682,63
71693,63
71703,61
71713,65
71717,58
71732,60
71743,72
71752,68
71763,66
71772,66
71782,68
71792,73
71797,60
71813,73
71822,61
71832,62
71842,57
71852,67
71863,68
71872,70
71882,66
71892,69
71902,68
71913,70
71922,72
71932,65
71942,69
71952,65
71963,67
71972,70
71982,73
71992,72
72002,72
72013,75
72022,75
72032,67
72042,68
72052,73
72063,66
72072,70
72082,68
72092,67
72102,63
72113,64
72122,64
72132,68
72142,59
72152,85
72162,127
72172,161
72182,267
72192,316
72202,400
72212,471
72222,525
72233,535
72242,543
72252,544
72262,538
72272,532
72282,536
72292,537
72302,547
72313,552
72322,554
72333,555
72342,552
72352,548
72363,546
72372,532
72383,522
72392,511
72402,500
72413,482
72422,473
72433,448
72442,432
72452,416
72463,394
72472,385
72483,371
72492,356
72502,348
72513,332
72522,308
72533,295
72542,289
72552,282
72563,246
72567,234
72583,243
72592,231
72602,204
72613,218
72622,199
72633,184
72642,171
72652,141
72663,128
72673,119
72683,108
72692,128
72702,130
72713,113
72723,113
72733,105
72742,89
72753,70
72763,74
72773,84
72783,80
72792,79
72802,84
72813,85
72823,84
72833,84
72837,79
72852,77
72857,76
72883,59
72892,57
72902,56
72913,65
72923,72
72933,69
72942,63
72952,63
72963,63
72973,60
72984,60
73002,60
73013,58
73017,48
73073,60
73033,8192
73113,48
73123,53
73134,50
73142,48
73147,54
73163,50
73167,47
73177,45
73192,57
73202,61
73213,56
73223,50
73234,54
73242,54
73252,53
73263,58
73273,55
73277,51
73292,56
73302,51
73313,45
73323,43
73327,39
73342,51
73352,50
73363,50
73373,50
73384,57
73392,58
73402,54
73407,48
73423,55
73434,57
73442,53
73452,58
73463,55
73473,59
73484,57
73492,57
73502,59
73513,59
73523,62
73534,64
73542,65
73552,69
73563,67
73573,66
73577,58
73592,74
73602,74
73613,111
73623,128
73634,237
73642,310
73652,390
73663,478
73673,525
73684,543
73692,544
73702,543
73713,527
73723,523
73727,519
73741,529
73752,538
73763,543
73773,547
73784,546
73792,544
73802,543
73813,534
73823,527
73834,520
73837,514
73853,496
73863,475
73873,459
73884,447
73892,434
73903,428
73913,416
73923,410
73934,401
73941,394
73947,385
73963,365
73973,360
73984,349
73993,338
74003,326
74013,309
74023,293
74034,290
74042,266
74053,271
74063,251
74073,244
74084,238
74093,220
74103,189
74113,179
74123,164
74127,136
74142,136
74153,115
74163,129
74173,113
74184,106
74193,92
74203,98
74213,77
74223,75
74234,75
74242,72
74253,77
74263,70
74273,79
74284,83
74293,67
74303,58
74307,55
74323,66
74334,56
74343,65
74353,58
74363,56
74373,56
74384,62
74387,58
74403,49
74413,49
74424,53
74434,56
74442,58
74453,48
74464,54
74473,64
74485,72
74492,63
74503,74
74514,64
74524,52
74534,60
74542,65
74553,64
74564,51
74574,57
74585,56
74592,52
74603,58
74614,53
74624,64
74634,51
74642,54
74653,56
74664,51
74674,60
74685,56
74693,57
74703,55
74714,52
74724,52
74734,51
74742,52
74753,54
74764,52
74774,53
74785,50
74793,48
74803,53
74807,47
74824,51
74834,55
74842,53
74853,54
74864,55
74874,53
74885,56
74893,58
74904,64
74914,68
74924,69
74927,59
74942,68
74954,61
74964,59
74967,58
74985,51
74993,51
74997,46
75014,60
75024,55
75035,73
75043,105
75047,162
75064,313
75074,381
75085,458
75087,462
75104,555
75114,571
75124,573
75127,566
75143,536
75154,532
75164,537
75174,545
75185,550
75194,557
75204,559
75214,558
75224,553
75235,543
75243,538
75254,516
75264,495
75267,488
75285,471
75294,457
75304,436
75314,410
75324,402
75335,385
75343,383
75354,379
75364,362
75374,349
75385,334
75394,331
75404,317
75414,321
75424,307
75427,299
75437,288
75454,289
75463,285
75473,276
75485,270
75494,263
75504,253
75514,230
75517,221
75535,209
75543,211
75554,216
75562,178
75573,182
75585,176
75594,134
75597,134
75612,121
75617,101
75627,85
75644,94
75655,86
75657,78
75674,81
75685,74
75694,78
75704,74
75714,60
75724,63
75735,74
75744,67
75754,62
75764,72
75774,73
75777,71
75794,63
75804,71
75814,60
75817,62
75835,61
75863,62
75954,43
75957,46
75973,48
75985,56
75994,58
76004,50
76013,55
76023,54
76036,59
76044,62
76054,59
76063,59
76073,64
76094,63
76113,58
76123,46
76136,47
76144,54
76154,52
76163,53
76173,55
76177,48
76194,49
76204,53
76213,58
76223,60
76236,62
76243,58
76254,60
76263,66
76273,57
76286,55
76293,59
76304,64
76313,67
76323,62
76336,62
76343,60
76354,60
76363,61
76373,56
76386,64
76393,64
76403,64
76407,56
76422,64
76436,61
76443,58
76453,108
76462,10
76472,227
76485,303
76493,363
76503,454
76512,494
76522,531
76536,547
76543,542
76553,551
76562,540
76573,535
76586,541
76593,542
76603,544
76612,549
76622,550
76635,550
76643,546
76647,542
76662,537
76672,528
76685,508
76693,496
76703,481
76712,466
76722,454
76735,438
76743,422
76753,421
76762,411
76773,400
76785,385
76793,366
76803,359
76812,340
76823,332
76835,315
76843,300
76847,290
76862,281
76873,266
76886,256
76887,249
76903,235
76912,231
76922,218
76934,205
76943,197
76953,202
76962,179
76973,152
76984,153
76993,140
77003,124
77013,123
77023,112
77035,104
77043,106
77053,99
77062,76
77073,74
77086,79
77093,75
77103,79
77113,73
77123,78
77134,66
77143,63
77153,68
77163,69
77173,69
77185,62
77193,56
77197,53
77213,70
77223,73
77234,65
77243,65
77253,62
77263,58
77273,57
77285,59
77293,61
77303,62
77307,55
77323,55
77334,79
77343,92
77353,83
77362,73
77373,71
77385,74
77393,68
77403,62
77412,57
77422,53
77434,49
77443,55
77453,51
77462,40
77472,43
77484,45
77493,40
77503,42
77512,57
77517,55
77527,46
77543,45
77553,53
77562,53
77572,56
77584,53
77593,45
77603,52
77612,60
77622,53
77627,51
77643,66
77653,67
77662,63
77667,54
77684,67
77693,70
77697,64
77712,76
77722,71
77734,77
77743,79
77753,73
77762,71
77772,64
77784,64
77793,71
77803,68
77812,77
77823,104
77827,109
77843,233
77853,331
77862,418
77873,507
77884,544
77893,564
77903,571
77912,567
77923,557
77933,556
77937,556
77953,553
77963,550
77973,549
77984,543
77993,538
78003,531
78012,521
78023,511
78033,505
78043,493
78053,484
78063,473
78073,454
78083,425
78092,410
78103,396
78113,378
78123,361
78133,347
78143,333
78153,317
78163,313
78173,297
78182,308
78192,300
78203,287
78212,283
78222,257
78232,250
78242,250
78253,246
78262,238
78272,231
78282,234
78292,228
78302,224
78312,210
78322,202
78332,200
78342,160
78352,146
78362,151
78372,129
78382,139
78392,130
78402,107
78412,101
78422,99
78432,85
78442,83
78452,84
78482,75
78492,68
78502,73
78512,78
78522,74
78532,74
78542,74
78547,73
78557,67
78572,73
78583,75
78593,71
78602,65
78612,64
78622,62
78632,67
78643,56
78647,54
78662,54
78672,56
78682,70
78693,57
78702,59
78712,62
78722,63
78761,52
78643,46082
78782,47
78811,56
78822,44
78832,53
78861,50
78872,57
78922,56
78932,56
78942,57
78947,53
78962,60
78972,63
78982,58
78992,58
79002,52
79012,48
79022,49
79032,49
79042,56
79052,57
79062,56
79072,58
79082,62
79092,61
79102,60
79112,73
79122,66
79127,61
79142,73
79152,68
79222,140
79232,236
79237,269
79252,353
79262,456
79272,502
79283,522
79293,521
79302,527
79312,517
79323,514
79332,512
79343,515
79352,519
79362,524
79373,527
79383,528
79393,521
79397,515
79412,501
79423,483
79432,477
79443,470
79452,457
79457,446
79473,428
79483,410
79493,388
79502,376
79512,353
79523,352
79532,326
79543,313
79552,300
79562,276
79573,247
79583,242
79593,235
79602,230
79612,208
79623,204
79632,201
79643,189
79652,170
79662,179
79672,158
79683,154
79694,148
79702,133
79712,136
79723,138
79733,135
79744,118
79752,110
79757,108
79773,101
79783,92
79794,86
79802,91
79812,88
79823,83
79833,85
79844,90
79851,82
79862,71
79873,76
79884,63
79894,72
79901,60
79912,62
79923,63
79934,68
79944,77
79951,83
79962,79
79967,70
79983,67
79994,58
80001,54
80011,51
80024,63
80034,74
80044,67
80051,72
80061,73
80074,67
80084,67
80094,84
80101,63
80111,65
80117,64
80194,68
80201,62
80211,70
80224,77
80234,61
80251,58
80257,50
80284,59
80294,55
80301,58
80311,58
80324,55
80334,54
80344,58
80351,60
80362,61
80374,59
80384,53
80394,54
80401,53
80412,52
80424,48
80434,54
80444,51
80452,52
80462,51
80474,55
80484,54
80494,52
80502,53
80512,53
80524,56
80534,50
80544,49
80552,49
80562,46
80567,40
80584,50
80594,71
80602,73
80612,125
80624,208
80634,289
80644,343
80647,354
80662,465
80674,488
80684,500
80694,502
80702,500
80712,487
80724,487
80734,492
80745,502
80752,507
80762,511
80774,511
80784,512
80795,511
80802,513
80812,507
80817,501
80834,483
80845,477
80852,472
80862,456
80875,449
80885,444
80895,432
80902,429
80912,417
80925,411
80934,404
80945,382
80952,366
80962,345
80974,336
80985,321
80995,318
81002,307
81012,301
81017,281
81034,275
81045,253
81052,256
81062,244
81074,243
81085,235
81095,227
81101,214
81111,199
81124,203
81127,203
81145,193
81151,189
81161,167
81174,160
81185,135
81195,145
81201,137
81211,120
81225,116
81235,107
81245,88
81251,78
81262,78
81285,89
81295,69
81301,71
81311,70
81325,73
81327,67
81345,65
81351,60
81357,55
81375,64
81385,71
81395,56
81401,53
81411,57
81425,46
81435,51
81445,42
81461,55
81485,50
81495,46
81501,55
81511,63
81525,81
81561,82
81575,84
81585,76
81595,81
81601,83
81611,78
81625,68
81635,75
81645,74
81652,72
81657,62
81675,72
81685,70
81695,78
81701,76
81711,77
81725,78
81735,74
81745,74
81747,74
81761,73
81775,73
81785,68
81795,65
81801,62
81811,61
81825,55
81827,54
81845,65
81851,60
81861,60
81875,60
81885,64
81895,66
81897,61
81911,71
81925,73
81927,69
81945,79
81951,75
81961,57
81975,54
81985,56
81995,57
82001,55
82011,54
82025,70
82035,120
82045,199
82051,247
82061,314
82075,464
82085,505
82087,510
82101,548
82111,556
82125,547
82134,535
82144,542
82147,537
82157,543
82175,551
82177,552
82195,558
82201,558
82211,560
82225,551
82234,543
82244,532
82251,524
82261,513
82275,503
82285,495
82295,488
82301,474
82311,457
82325,430
82334,416
82345,408
82351,397
82361,390
82375,387
82385,370
82395,359
82401,352
82411,348
82425,334
82435,315
82445,309
82451,308
82461,299
82475,302
82485,297
82495,287
82501,279
82511,268
82517,253
82535,239
82545,236
82551,225
82561,203
82575,183
82585,176
82595,158
82601,148
82611,118
82625,131
82635,121
82645,106
82651,115
82661,97
82675,82
82685,80
82695,89
82701,81
82711,77
6488196,323
82745,69
82747,66
82757,67
82775,75
82785,60
82795,59
82811,57
82825,76
82835,70
82845,69
82851,68
82861,73
82875,67
82885,62
82895,61
82901,62
82911,63
82925,61
82927,59
82945,65
82951,55
83025,53
83035,54
83045,52
83051,49
83062,49
83075,54
83085,51
83112,54
83125,59
83127,57
83145,56
83152,63
83162,59
83175,58
83185,56
83195,60
83202,59
83212,62
83225,61
83235,55
83245,51
83252,47
83262,51
83275,51
83285,55
83287,52
83302,46
83312,52
83325,44
83335,44
83345,40
83352,38
83362,46
83375,46
83385,43
83387,40
83402,43
83412,49
83425,48
83435,52
83437,42
83452,94
83462,159
83475,264
83485,371
83487,375
83502,526
83512,556
83525,585
83535,591
83546,586
83552,574
83562,563
83575,566
83585,570
83596,573
83602,575
83612,576
83617,574
83635,567
83646,553
83652,548
83662,535
83675,504
83685,486
83696,471
83702,465
83712,467
83717,460
83735,449
83746,442
83752,440
83762,436
83775,429
83785,425
83787,418
83801,403
83812,394
83825,378
83835,370
83846,353
83851,342
83861,340
83875,325
83885,306
83896,298
83901,289
83911,277
83925,259
83935,236
83944,239
83947,239
83961,202
83975,196
83985,189
83995,167
84001,136
84011,136
84024,125
84035,128
84044,110
84047,104
84061,94
84075,90
84085,88
84095,85
84102,94
84111,89
84125,88
84135,93
84137,86
84152,72
84161,71
84175,75
84185,76
84195,75
84197,73
84207,85
84217,79
84235,72
84244,62
84251,59
84261,63
84275,61
84284,54
84295,22528
84324,68
329,30722
84374,75
84394,76
84401,75
84407,72
84424,84
84434,73
84444,76
84447,65
84494,66
84502,62
84512,62
84524,60
84534,55
84537,51
84552,55
84562,56
84574,62
84577,54
84594,56
84602,54
84612,52
84623,52
84633,52
84643,55
84652,51
84662,49
84673,58
84683,55
84693,52
84702,56
84707,45
84723,55
84733,60
84743,63
84752,61
84762,62
84773,68
84783,67
84793,69
84802,66
84812,63
84823,75
84833,123
84862,374
84912,556
84923,563
84952,554
84962,564
84973,566
85023,547
85033,532
85042,519
85052,504
85062,492
85073,476
85082,463
85093,443
85102,434
85112,412
85122,402
85132,382
85142,375
85152,357
85162,344
85172,296
85182,302
85192,288
85202,259
85212,236
85222,227
85232,218
85242,218
85252,211
85262,198
85267,188
85282,176
85287,165
85302,149
85312,151
85322,142
85332,136
85342,129
85352,123
85362,124
85372,97
85382,124
85392,114
85402,116
85412,108
85422,99
85432,99
85437,95
85452,95
85462,86
85472,79
85482,88
85492,77
85497,73
85512,74
85517,67
85532,81
85542,71
85552,68
85562,63
85573,74
85582,63
85592,57
85602,50
85612,52
85622,56
85627,46
85642,58
85652,76
85662,62
85667,57
85677,61
85692,61
85702,65
85712,62
85722,63
85734,58
85742,69
85752,63
85762,57
85772,57
85782,60
85787,50
85802,54
85811,51
85821,52
85832,63
85837,51
85852,59
85861,57
85871,59
85882,52
85892,60
85902,55
85911,59
85921,59
85932,55
85937,51
85952,51
85961,50
85971,47
85983,46
86011,46
86021,49
86033,55
86042,44
86052,51
86102,40
86112,48
86121,46
86133,47
86142,48
86147,46
86162,53
86172,52
86177,48
86192,49
86202,58
86212,45
86222,83
86233,116
86242,172
86252,254
86263,343
86272,424
86283,474
86287,480
86302,501
86312,508
86322,500
86333,497
86342,492
86352,503
86363,507
86373,513
86383,521
86392,521
86402,520
86413,518
86422,514
86433,506
86442,496
86452,489
86463,470
86473,453
86483,439
86492,426
86502,417
86513,387
86522,380
86533,366
86542,344
86552,329
86563,321
86573,301
86583,282
86592,277
86602,246
86613,250
86623,212
86633,193
86642,192
86652,182
86657,162
86673,152
86683,129
86692,104
86702,108
86713,117
86723,97
86733,97
86742,114
86752,88
86763,87
86773,67
86783,91
86792,72
86802,71
86812,76
86823,72
86833,75
86852,80
86863,78
86873,79
86892,68
86903,68
86913,63
86923,67
86933,64
86953,123
86973,57
86984,66
86992,68
86997,61
87012,57
87017,52
87034,52
87042,56
87053,61
87062,68
87073,70
87084,53
87173,62
87184,50
87193,59
87212,57
87217,57
87234,44
87243,50
87247,40
87263,48
87273,43
87284,52
87293,50
87303,49
87322,51
87334,60
87343,63
87353,59
87363,55
87373,51
87384,62
87393,67
87403,69
87413,69
87422,78
87434,69
87443,70
87447,65
87464,55
87467,51
87484,59
87493,55
87503,60
87513,56
87522,58
87534,56
87543,56
87553,57
87557,55
87574,56
87577,52
87593,63
87603,91
87614,161
87623,194
87635,287
87643,336
87653,419
87664,482
87674,533
87685,538
87693,544
87703,535
87714,523
87717,522
87735,525
87743,531
87753,534
87764,537
87767,537
87785,542
87793,544
87803,538
87814,533
87817,528
87835,517
87843,508
87853,504
87864,498
87874,486
87885,481
87887,477
87903,463
87914,447
87923,430
87935,410
87943,401
87953,379
87964,368
87974,353
87985,339
87993,322
88004,299
88014,295
88024,279
88035,263
88043,259
88054,239
88064,234
88074,224
88085,206
88093,197
88103,184
88114,190
88123,150
88127,162
88143,139
88153,101
88163,108
88174,101
88184,94
88193,103
88203,76
88214,96
88224,81
88235,80
88243,66
88253,55
88264,59
88274,70
88284,68
88293,67
88303,71
88314,64
88324,64
88334,76
88343,71
88353,64
88364,68
88374,60
88384,52
88393,59
88404,66
88414,59
88423,60
88434,55
88443,54
88454,62
88464,70
88474,53
88477,60
88493,60
88504,61
88514,74
88524,70
88534,79
88543,71
88554,66
88564,62
88574,64
88584,63
88593,67
88603,58
88614,53
88624,60
88634,60
88637,59
88663,66
88673,68
88684,63
88693,66
88703,68
88713,71
88723,73
88735,77
88743,70
88773,63
88785,59
88793,54
88804,53
88813,56
88823,55
88835,51
88843,51
88854,51
88863,51
88873,54
88885,53
88893,58
88904,51
88907,46
88924,47
88935,49
88937,42
88954,71
88963,105
88973,221
88985,293
88994,351
89004,424
89013,501
89024,525
89035,541
89044,542
89054,536
89063,527
89074,527
89085,536
89087,535
89104,534
89113,538
89124,535
89127,530
89144,522
89154,517
89163,507
89174,486
89185,482
89194,462
89204,452
89213,441
89224,430
89235,412
89244,397
89254,386
89263,371
89274,361
89285,358
89294,335
89304,323
89313,310
89324,292
89335,280
89344,272
89354,253
89363,248
89367,235
89377,217
89394,207
89404,199
89413,195
89423,175
89434,147
89437,147
89454,142
89463,139
89473,133
89554,99
89563,108
89574,91
89585,79
89594,75
89604,75
89607,68
89623,67
89635,46
89644,46
89654,44
89663,43
89667,41
89685,63
89694,58
89704,63
89713,55
89723,52
89735,65
89744,63
89754,61
89763,68
89773,56
89785,58
89787,53
89804,53
89813,48
89823,64
89827,51
89844,70
89894,61
89904,66
89923,63
89935,65
90013,56
90035,51
90044,52
90053,58
90063,58
90073,61
90085,66
90094,66
90104,69
90113,60
90123,57
90135,52
90144,57
90153,61
90163,59
90167,53
90185,51
90187,48
90197,55
90213,59
90223,64
90235,61
90244,62
90253,64
90263,57
90273,56
90277,53
90294,56
90304,56
90313,57
90323,87
90335,106
90344,180
90353,263
90363,356
90373,420
90385,500
90395,528
90404,540
90413,545
90423,539
90435,532
90443,525
90454,529
90463,531
90473,536
90485,540
90493,542
90504,541
90513,540
90523,531
90535,521
90543,516
90552,504
90562,501
90572,489
90585,479
90593,467
90604,449
90612,433
90622,419
90635,408
90643,401
90653,384
90662,381
90672,359
90685,348
90693,344
90704,332
90712,328
90722,321
90735,316
90743,315
90753,298
90762,298
90772,297
90785,304
90793,293
90803,279
90812,264
90822,255
90833,240
90843,241
90853,226
90857,233
90872,189
90885,169
90887,163
90897,127
90912,125
90922,114
90933,101
90943,83
90953,79
90962,75
90967,71
90985,64
90993,68
91003,72
91007,64
91022,67
91027,61
91043,88
91053,88
91062,95
91072,76
91084,69
91093,67
91103,57
91107,48
91122,59
91134,65
91143,79
91153,73
91162,74
91172,74
91177,65
91193,69
91203,61
91212,62
91222,49
91234,50
91243,58
91253,58
91257,55
91272,62
91283,58
91293,51
91303,54
91312,56
91322,58
91333,54
91343,55
91353,52
91362,47
91372,48
91383,55
91387,49
91403,50
91412,50
91433,55
91442,56
91452,58
91462,55
91467,50
91483,61
91487,57
91503,64
91507,58
91522,64
91533,63
91542,56
91553,56
91562,56
91572,56
91583,58
91593,61
91603,59
91612,58
91622,57
91633,60
91642,58
91652,62
91662,60
91672,57
91683,61
91693,62
91703,64
91712,60
91722,72
91733,121
91743,226
91752,312
91762,402
91772,496
91783,552
91792,579
91803,587
91812,585
91822,582
91833,568
91842,565
91852,563
91862,569
91872,569
91883,577
91892,576
91903,578
91912,575
91922,567
91933,555
91942,549
91952,535
91962,526
91972,517
91983,501
91992,488
92002,475
92012,467
92021,450
92032,436
92042,427
92047,411
92062,394
92071,377
92082,354
92092,328
92102,310
92112,304
92121,299
92132,305
92142,291
92152,282
92162,272
92172,274
92182,246
92192,257
92202,254
92212,236
92222,234
92232,209
92242,199
92252,200
92257,190
92272,153
92282,138
